ORDER_ID,RETAILER_ID,INVOICE_DATE,MONTH,DAY,YEAR,PRODUCT_ID,PRICE_PER_UNIT,UNITS_SOLD,OPERATING_MARGIN,SALES_METHOD,PRODUCT_NAME,RETAILER,REGION,STATE,CITY,TOTAL_SALES
2777,F00NPEPH,2021-09-19,9,19,2021,30,40.0,375,0.35,Online,Men's Athletic Footwear,Foot Locker,Northeast,Pennsylvania,Philadelphia,15000.0
2783,F00NPEPH,2021-10-21,10,21,2021,30,20.0,350,0.35,Online,Men's Athletic Footwear,Foot Locker,Northeast,Pennsylvania,Philadelphia,7000.0
2789,F00NPEPH,2021-11-20,11,20,2021,30,15.0,300,0.35,Online,Men's Athletic Footwear,Foot Locker,Northeast,Pennsylvania,Philadelphia,4500.0
2795,F00NPEPH,2021-12-19,12,19,2021,30,60.0,425,0.35,Online,Men's Athletic Footwear,Foot Locker,Northeast,Pennsylvania,Philadelphia,25500.0
2801,F00NPEPH,2021-01-16,1,16,2021,30,25.0,350,0.35,Online,Men's Athletic Footwear,Foot Locker,Northeast,Pennsylvania,Philadelphia,8750.0
2807,F00NPEPH,2021-02-14,2,14,2021,30,25.0,250,0.35,Online,Men's Athletic Footwear,Foot Locker,Northeast,Pennsylvania,Philadelphia,6250.0
2813,F00NPEPH,2021-03-12,3,12,2021,30,20.0,225,0.35,Online,Men's Athletic Footwear,Foot Locker,Northeast,Pennsylvania,Philadelphia,4500.0
2819,F00NPEPH,2021-04-13,4,13,2021,30,25.0,200,0.35,Online,Men's Athletic Footwear,Foot Locker,Northeast,Pennsylvania,Philadelphia,5000.0
2825,F00NPEPH,2021-05-12,5,12,2021,30,40.0,275,0.35,Online,Men's Athletic Footwear,Foot Locker,Northeast,Pennsylvania,Philadelphia,11000.0
2831,F00NPEPH,2021-06-14,6,14,2021,30,35.0,325,0.35,Online,Men's Athletic Footwear,Foot Locker,Northeast,Pennsylvania,Philadelphia,11375.0
2837,F00NPEPH,2021-07-12,7,12,2021,30,50.0,425,0.35,Online,Men's Athletic Footwear,Foot Locker,Northeast,Pennsylvania,Philadelphia,21250.0
2843,F00NPEPH,2021-08-13,8,13,2021,30,55.0,425,0.35,Online,Men's Athletic Footwear,Foot Locker,Northeast,Pennsylvania,Philadelphia,23375.0
2849,F00NPEPH,2021-09-12,9,12,2021,30,40.0,350,0.35,Online,Men's Athletic Footwear,Foot Locker,Northeast,Pennsylvania,Philadelphia,14000.0
2855,F00NPEPH,2021-10-14,10,14,2021,30,20.0,325,0.35,Online,Men's Athletic Footwear,Foot Locker,Northeast,Pennsylvania,Philadelphia,6500.0
2861,F00NPEPH,2021-11-13,11,13,2021,30,15.0,275,0.35,Online,Men's Athletic Footwear,Foot Locker,Northeast,Pennsylvania,Philadelphia,4125.0
2867,F00NPEPH,2021-12-12,12,12,2021,30,60.0,400,0.35,Online,Men's Athletic Footwear,Foot Locker,Northeast,Pennsylvania,Philadelphia,24000.0
2873,F00NPEPH,2021-01-12,1,12,2021,30,40.0,275,0.3,Online,Men's Athletic Footwear,Foot Locker,Northeast,Pennsylvania,Philadelphia,11000.0
2879,F00NPEPH,2021-02-12,2,12,2021,30,40.0,175,0.3,Online,Men's Athletic Footwear,Foot Locker,Northeast,Pennsylvania,Philadelphia,7000.0
2885,F00NPEPH,2021-03-11,3,11,2021,30,40.0,200,0.3,Online,Men's Athletic Footwear,Foot Locker,Northeast,Pennsylvania,Philadelphia,8000.0
2891,F00NPEPH,2021-04-12,4,12,2021,30,40.0,150,0.3,Online,Men's Athletic Footwear,Foot Locker,Northeast,Pennsylvania,Philadelphia,6000.0
2897,F00NPEPH,2021-05-13,5,13,2021,30,50.0,200,0.3,Online,Men's Athletic Footwear,Foot Locker,Northeast,Pennsylvania,Philadelphia,10000.0
2903,F00NPEPH,2021-06-12,6,12,2021,30,40.0,250,0.3,Online,Men's Athletic Footwear,Foot Locker,Northeast,Pennsylvania,Philadelphia,10000.0
2909,F00NPEPH,2021-07-11,7,11,2021,30,45.0,300,0.3,Online,Men's Athletic Footwear,Foot Locker,Northeast,Pennsylvania,Philadelphia,13500.0
2915,F00NPEPH,2021-08-12,8,12,2021,30,45.0,300,0.3,Online,Men's Athletic Footwear,Foot Locker,Northeast,Pennsylvania,Philadelphia,13500.0
2921,F00NPEPH,2021-09-13,9,13,2021,30,40.0,275,0.3,Online,Men's Athletic Footwear,Foot Locker,Northeast,Pennsylvania,Philadelphia,11000.0
2927,F00NRHPR,2021-10-12,10,12,2021,30,45.0,250,0.3,Online,Men's Athletic Footwear,Foot Locker,Northeast,Rhode Island,Providence,11250.0
2933,F00NRHPR,2021-11-12,11,12,2021,30,45.0,250,0.3,Online,Men's Athletic Footwear,Foot Locker,Northeast,Rhode Island,Providence,11250.0
2939,F00NRHPR,2021-12-11,12,11,2021,30,50.0,300,0.3,Online,Men's Athletic Footwear,Foot Locker,Northeast,Rhode Island,Providence,15000.0
2945,F00NRHPR,2021-01-09,1,9,2021,30,35.0,275,0.3,Online,Men's Athletic Footwear,Foot Locker,Northeast,Rhode Island,Providence,9625.0
2951,F00NRHPR,2021-02-09,2,9,2021,30,35.0,175,0.3,Online,Men's Athletic Footwear,Foot Locker,Northeast,Rhode Island,Providence,6125.0
2957,F00NRHPR,2021-03-08,3,8,2021,30,30.0,200,0.3,Online,Men's Athletic Footwear,Foot Locker,Northeast,Rhode Island,Providence,6000.0
2963,F00NRHPR,2021-04-09,4,9,2021,30,30.0,150,0.3,Online,Men's Athletic Footwear,Foot Locker,Northeast,Rhode Island,Providence,4500.0
2969,F00NRHPR,2021-05-10,5,10,2021,30,45.0,200,0.3,In-store,Men's Athletic Footwear,Foot Locker,Northeast,Rhode Island,Providence,9000.0
2975,F00NRHPR,2021-06-09,6,9,2021,30,35.0,250,0.3,In-store,Men's Athletic Footwear,Foot Locker,Northeast,Rhode Island,Providence,8750.0
2981,F00NRHPR,2021-07-08,7,8,2021,30,45.0,300,0.3,In-store,Men's Athletic Footwear,Foot Locker,Northeast,Rhode Island,Providence,13500.0
2987,F00NRHPR,2021-08-09,8,9,2021,30,45.0,300,0.3,In-store,Men's Athletic Footwear,Foot Locker,Northeast,Rhode Island,Providence,13500.0
2993,F00NRHPR,2021-09-10,9,10,2021,30,35.0,275,0.3,In-store,Men's Athletic Footwear,Foot Locker,Northeast,Rhode Island,Providence,9625.0
2999,F00NRHPR,2021-10-09,10,9,2021,30,40.0,250,0.3,In-store,Men's Athletic Footwear,Foot Locker,Northeast,Rhode Island,Providence,10000.0
3005,F00NRHPR,2021-11-09,11,9,2021,30,40.0,250,0.3,In-store,Men's Athletic Footwear,Foot Locker,Northeast,Rhode Island,Providence,10000.0
3011,F00NRHPR,2021-12-08,12,8,2021,30,50.0,300,0.3,In-store,Men's Athletic Footwear,Foot Locker,Northeast,Rhode Island,Providence,15000.0
3017,F00NRHPR,2021-01-06,1,6,2021,30,30.0,250,0.35,In-store,Men's Athletic Footwear,Foot Locker,Northeast,Rhode Island,Providence,7500.0
3023,F00NRHPR,2021-02-06,2,6,2021,30,30.0,150,0.35,In-store,Men's Athletic Footwear,Foot Locker,Northeast,Rhode Island,Providence,4500.0
3029,F00NRHPR,2021-03-05,3,5,2021,30,20.0,175,0.35,In-store,Men's Athletic Footwear,Foot Locker,Northeast,Rhode Island,Providence,3500.0
3035,F00NRHPR,2021-04-06,4,6,2021,30,20.0,175,0.35,In-store,Men's Athletic Footwear,Foot Locker,Northeast,Rhode Island,Providence,3500.0
3041,F00NRHPR,2021-05-07,5,7,2021,30,40.0,225,0.35,In-store,Men's Athletic Footwear,Foot Locker,Northeast,Rhode Island,Providence,9000.0
3047,F00NRHPR,2021-06-06,6,6,2021,30,30.0,275,0.35,In-store,Men's Athletic Footwear,Foot Locker,Northeast,Rhode Island,Providence,8250.0
3053,F00NRHPR,2021-07-05,7,5,2021,30,45.0,300,0.35,In-store,Men's Athletic Footwear,Foot Locker,Northeast,Rhode Island,Providence,13500.0
3059,F00NRHPR,2021-08-06,8,6,2021,30,45.0,300,0.35,In-store,Men's Athletic Footwear,Foot Locker,Northeast,Rhode Island,Providence,13500.0
3065,F00NRHPR,2021-09-07,9,7,2021,30,30.0,275,0.35,In-store,Men's Athletic Footwear,Foot Locker,Northeast,Rhode Island,Providence,8250.0
3071,F00NRHPR,2021-10-06,10,6,2021,30,35.0,250,0.35,In-store,Men's Athletic Footwear,Foot Locker,Northeast,Rhode Island,Providence,8750.0
3077,F00NWECH,2021-11-06,11,6,2021,30,35.0,275,0.35,In-store,Men's Athletic Footwear,Foot Locker,Northeast,West Virginia,Charleston,9625.0
3083,F00NWECH,2021-12-05,12,5,2021,30,50.0,325,0.35,In-store,Men's Athletic Footwear,Foot Locker,Northeast,West Virginia,Charleston,16250.0
3089,F00NWECH,2021-01-03,1,3,2021,30,30.0,250,0.35,In-store,Men's Athletic Footwear,Foot Locker,Northeast,West Virginia,Charleston,7500.0
3095,F00NWECH,2021-02-03,2,3,2021,30,30.0,150,0.35,In-store,Men's Athletic Footwear,Foot Locker,Northeast,West Virginia,Charleston,4500.0
3101,F00NWECH,2021-03-02,3,2,2021,30,20.0,175,0.35,In-store,Men's Athletic Footwear,Foot Locker,Northeast,West Virginia,Charleston,3500.0
3107,F00NWECH,2021-04-03,4,3,2021,30,20.0,150,0.35,In-store,Men's Athletic Footwear,Foot Locker,Northeast,West Virginia,Charleston,3000.0
3113,F00NWECH,2021-05-04,5,4,2021,30,40.0,200,0.35,In-store,Men's Athletic Footwear,Foot Locker,Northeast,West Virginia,Charleston,8000.0
3119,F00SMIJA,2021-06-03,6,3,2021,30,30.0,300,0.35,In-store,Men's Athletic Footwear,Foot Locker,South,Mississippi,Jackson,9000.0
3125,F00SMIJA,2021-07-02,7,2,2021,30,45.0,300,0.35,In-store,Men's Athletic Footwear,Foot Locker,South,Mississippi,Jackson,13500.0
3131,F00SMIJA,2021-08-03,8,3,2021,30,45.0,300,0.35,In-store,Men's Athletic Footwear,Foot Locker,South,Mississippi,Jackson,13500.0
3137,F00SMIJA,2021-09-04,9,4,2021,30,30.0,250,0.35,In-store,Men's Athletic Footwear,Foot Locker,South,Mississippi,Jackson,7500.0
3143,F00SMIJA,2021-10-03,10,3,2021,30,35.0,225,0.35,In-store,Men's Athletic Footwear,Foot Locker,South,Mississippi,Jackson,7875.0
3149,F00SMIJA,2021-11-03,11,3,2021,30,35.0,300,0.35,In-store,Men's Athletic Footwear,Foot Locker,South,Mississippi,Jackson,10500.0
3155,F00SMIJA,2021-12-02,12,2,2021,30,50.0,350,0.35,In-store,Men's Athletic Footwear,Foot Locker,South,Mississippi,Jackson,17500.0
3161,F00SMIJA,2021-01-10,1,10,2021,30,35.0,300,0.4,In-store,Men's Athletic Footwear,Foot Locker,South,Mississippi,Jackson,10500.0
3167,F00SMIJA,2021-02-10,2,10,2021,30,35.0,200,0.4,In-store,Men's Athletic Footwear,Foot Locker,South,Mississippi,Jackson,7000.0
3173,F00SMIJA,2021-03-09,3,9,2021,30,25.0,225,0.4,In-store,Men's Athletic Footwear,Foot Locker,South,Mississippi,Jackson,5625.0
3179,F00SMIJA,2021-04-10,4,10,2021,30,25.0,200,0.4,In-store,Men's Athletic Footwear,Foot Locker,South,Mississippi,Jackson,5000.0
3185,F00SMIJA,2021-05-11,5,11,2021,30,40.0,250,0.4,In-store,Men's Athletic Footwear,Foot Locker,South,Mississippi,Jackson,10000.0
3191,F00SMIJA,2021-06-10,6,10,2021,30,35.0,325,0.4,In-store,Men's Athletic Footwear,Foot Locker,South,Mississippi,Jackson,11375.0
3197,F00SMIJA,2021-07-09,7,9,2021,30,50.0,300,0.4,In-store,Men's Athletic Footwear,Foot Locker,South,Mississippi,Jackson,15000.0
3203,F00STEKN,2021-08-10,8,10,2021,30,45.0,300,0.4,In-store,Men's Athletic Footwear,Foot Locker,South,Tennessee,Knoxville,13500.0
3209,F00STEKN,2021-09-11,9,11,2021,30,30.0,275,0.4,In-store,Men's Athletic Footwear,Foot Locker,South,Tennessee,Knoxville,8250.0
3215,F00STEDA,2021-10-10,10,10,2021,30,35.0,250,0.4,In-store,Men's Athletic Footwear,Foot Locker,South,Texas,Dallas,8750.0
3221,F00STEDA,2021-11-10,11,10,2021,30,35.0,325,0.4,In-store,Men's Athletic Footwear,Foot Locker,South,Texas,Dallas,11375.0
3227,F00SFLMI,2021-12-09,12,9,2021,30,50.0,400,0.4,In-store,Men's Athletic Footwear,Foot Locker,Southeast,Florida,Miami,20000.0
3233,F00SFLMI,2021-01-17,1,17,2021,30,35.0,300,0.4,In-store,Men's Athletic Footwear,Foot Locker,Southeast,Florida,Miami,10500.0
3239,F00SFLMI,2021-02-17,2,17,2021,30,40.0,200,0.4,In-store,Men's Athletic Footwear,Foot Locker,Southeast,Florida,Miami,8000.0
3245,F00SFLMI,2021-03-16,3,16,2021,30,30.0,275,0.4,In-store,Men's Athletic Footwear,Foot Locker,Southeast,Florida,Miami,8250.0
3251,F00SFLMI,2021-04-17,4,17,2021,30,30.0,250,0.4,In-store,Men's Athletic Footwear,Foot Locker,Southeast,Florida,Miami,7500.0
3257,F00SFLMI,2021-05-18,5,18,2021,30,40.0,300,0.4,In-store,Men's Athletic Footwear,Foot Locker,Southeast,Florida,Miami,12000.0
3263,F00SFLMI,2021-06-17,6,17,2021,30,40.0,425,0.4,In-store,Men's Athletic Footwear,Foot Locker,Southeast,Florida,Miami,17000.0
3269,F00SFLMI,2021-07-16,7,16,2021,30,55.0,400,0.4,In-store,Men's Athletic Footwear,Foot Locker,Southeast,Florida,Miami,22000.0
3275,F00SGEAT,2021-08-17,8,17,2021,30,45.0,300,0.4,In-store,Men's Athletic Footwear,Foot Locker,Southeast,Georgia,Atlanta,13500.0
3281,F00SGEAT,2021-09-18,9,18,2021,30,30.0,350,0.4,In-store,Men's Athletic Footwear,Foot Locker,Southeast,Georgia,Atlanta,10500.0
3287,F00SGEAT,2021-10-17,10,17,2021,30,35.0,275,0.4,In-store,Men's Athletic Footwear,Foot Locker,Southeast,Georgia,Atlanta,9625.0
3293,F00SGEAT,2021-11-17,11,17,2021,30,35.0,350,0.4,In-store,Men's Athletic Footwear,Foot Locker,Southeast,Georgia,Atlanta,12250.0
3299,F00SGEAT,2021-12-16,12,16,2021,30,55.0,450,0.4,In-store,Men's Athletic Footwear,Foot Locker,Southeast,Georgia,Atlanta,24750.0
3305,F00SKELO,2021-01-24,1,24,2021,30,35.0,225,0.35,In-store,Men's Athletic Footwear,Foot Locker,Southeast,Kentucky,Louisville,7875.0
3311,F00SKELO,2021-02-22,2,22,2021,30,35.0,125,0.35,In-store,Men's Athletic Footwear,Foot Locker,Southeast,Kentucky,Louisville,4375.0
3317,F00SKELO,2021-03-20,3,20,2021,30,35.0,150,0.35,In-store,Men's Athletic Footwear,Foot Locker,Southeast,Kentucky,Louisville,5250.0
3323,F00SKELO,2021-04-21,4,21,2021,30,35.0,125,0.35,In-store,Men's Athletic Footwear,Foot Locker,Southeast,Kentucky,Louisville,4375.0
3329,F00SKELO,2021-05-20,5,20,2021,30,45.0,175,0.35,In-store,Men's Athletic Footwear,Foot Locker,Southeast,Kentucky,Louisville,7875.0
3335,F00SKELO,2021-06-22,6,22,2021,30,45.0,250,0.35,In-store,Men's Athletic Footwear,Foot Locker,Southeast,Kentucky,Louisville,11250.0
3341,F00SSOCH,2021-07-20,7,20,2021,30,45.0,275,0.35,In-store,Men's Athletic Footwear,Foot Locker,Southeast,South Carolina,Charleston,12375.0
3347,F00SSOCH,2021-08-21,8,21,2021,30,45.0,275,0.35,In-store,Men's Athletic Footwear,Foot Locker,Southeast,South Carolina,Charleston,12375.0
3353,F00SSOCH,2021-09-20,9,20,2021,30,45.0,225,0.35,In-store,Men's Athletic Footwear,Foot Locker,Southeast,South Carolina,Charleston,10125.0
3359,F00SSOCH,2021-10-22,10,22,2021,30,50.0,200,0.35,In-store,Men's Athletic Footwear,Foot Locker,Southeast,South Carolina,Charleston,10000.0
3365,F00SSOCH,2021-11-21,11,21,2021,30,50.0,175,0.35,In-store,Men's Athletic Footwear,Foot Locker,Southeast,South Carolina,Charleston,8750.0
3371,F00SSOCH,2021-12-20,12,20,2021,30,50.0,250,0.35,In-store,Men's Athletic Footwear,Foot Locker,Southeast,South Carolina,Charleston,12500.0
3377,F00SSOCH,2021-01-17,1,17,2021,30,40.0,325,0.35,In-store,Men's Athletic Footwear,Foot Locker,Southeast,South Carolina,Charleston,13000.0
3383,F00SSOCH,2021-02-15,2,15,2021,30,40.0,225,0.35,In-store,Men's Athletic Footwear,Foot Locker,Southeast,South Carolina,Charleston,9000.0
3389,F00SSOCH,2021-03-13,3,13,2021,30,40.0,250,0.35,In-store,Men's Athletic Footwear,Foot Locker,Southeast,South Carolina,Charleston,10000.0
3395,F00SSOCH,2021-04-14,4,14,2021,30,40.0,225,0.35,In-store,Men's Athletic Footwear,Foot Locker,Southeast,South Carolina,Charleston,9000.0
3401,F00SSOCH,2021-05-13,5,13,2021,30,50.0,275,0.35,In-store,Men's Athletic Footwear,Foot Locker,Southeast,South Carolina,Charleston,13750.0
3407,F00SSOCH,2021-06-15,6,15,2021,30,50.0,400,0.35,In-store,Men's Athletic Footwear,Foot Locker,Southeast,South Carolina,Charleston,20000.0
3413,F00SSOCH,2021-07-13,7,13,2021,30,50.0,425,0.35,In-store,Men's Athletic Footwear,Foot Locker,Southeast,South Carolina,Charleston,21250.0
3419,F00SSOCH,2021-08-14,8,14,2021,30,50.0,425,0.35,In-store,Men's Athletic Footwear,Foot Locker,Southeast,South Carolina,Charleston,21250.0
3425,F00SSOCH,2021-09-13,9,13,2021,30,50.0,325,0.35,In-store,Men's Athletic Footwear,Foot Locker,Southeast,South Carolina,Charleston,16250.0
3431,F00SSOCH,2021-10-15,10,15,2021,30,55.0,300,0.35,In-store,Men's Athletic Footwear,Foot Locker,Southeast,South Carolina,Charleston,16500.0
3437,F00SSOCH,2021-11-14,11,14,2021,30,55.0,325,0.35,In-store,Men's Athletic Footwear,Foot Locker,Southeast,South Carolina,Charleston,17875.0
3443,F00SSOCH,2021-12-13,12,13,2021,30,55.0,400,0.35,In-store,Men's Athletic Footwear,Foot Locker,Southeast,South Carolina,Charleston,22000.0
3449,F00SSOCH,2021-01-10,1,10,2021,30,35.0,275,0.35,In-store,Men's Athletic Footwear,Foot Locker,Southeast,South Carolina,Charleston,9625.0
3455,F00WWASE,2021-02-08,2,8,2021,30,35.0,175,0.35,In-store,Men's Athletic Footwear,Foot Locker,West,Washington,Seattle,6125.0
3461,F00WCALO,2021-03-06,3,6,2021,30,35.0,200,0.35,In-store,Men's Athletic Footwear,Foot Locker,West,California,Los Angeles,7000.0
3467,F00WWYCH,2021-04-07,4,7,2021,30,35.0,175,0.35,In-store,Men's Athletic Footwear,Foot Locker,West,Wyoming,Cheyenne,6125.0
3473,F00WWASE,2021-05-06,5,6,2021,30,45.0,225,0.35,In-store,Men's Athletic Footwear,Foot Locker,West,Washington,Seattle,10125.0
3479,F00WWYCH,2021-06-08,6,8,2021,30,45.0,350,0.35,In-store,Men's Athletic Footwear,Foot Locker,West,Wyoming,Cheyenne,15750.0
3485,F00MKAWI,2021-07-06,7,6,2021,30,45.0,375,0.35,In-store,Men's Athletic Footwear,Foot Locker,Midwest,Kansas,Wichita,16875.0
3491,F00MKAWI,2021-08-07,8,7,2021,30,45.0,375,0.35,In-store,Men's Athletic Footwear,Foot Locker,Midwest,Kansas,Wichita,16875.0
3497,F00MKAWI,2021-09-06,9,6,2021,30,45.0,275,0.35,In-store,Men's Athletic Footwear,Foot Locker,Midwest,Kansas,Wichita,12375.0
3503,F00MKAWI,2021-10-08,10,8,2021,30,50.0,250,0.35,In-store,Men's Athletic Footwear,Foot Locker,Midwest,Kansas,Wichita,12500.0
3509,F00SLONE,2021-11-07,11,7,2021,30,50.0,275,0.35,In-store,Men's Athletic Footwear,Foot Locker,South,Louisiana,New Orleans,13750.0
3515,F00SLONE,2021-12-06,12,6,2021,30,50.0,350,0.35,In-store,Men's Athletic Footwear,Foot Locker,South,Louisiana,New Orleans,17500.0
3521,F00SLONE,2021-01-07,1,7,2021,30,40.0,300,0.4,In-store,Men's Athletic Footwear,Foot Locker,South,Louisiana,New Orleans,12000.0
3527,F00SLONE,2021-02-05,2,5,2021,30,40.0,200,0.4,In-store,Men's Athletic Footwear,Foot Locker,South,Louisiana,New Orleans,8000.0
3533,F00WIDBO,2021-03-03,3,3,2021,30,40.0,225,0.4,In-store,Men's Athletic Footwear,Foot Locker,West,Idaho,Boise,9000.0
3539,F00WIDBO,2021-04-04,4,4,2021,30,40.0,200,0.4,In-store,Men's Athletic Footwear,Foot Locker,West,Idaho,Boise,8000.0
3545,F00WIDBO,2021-05-03,5,3,2021,30,50.0,250,0.4,In-store,Men's Athletic Footwear,Foot Locker,West,Idaho,Boise,12500.0
3551,F00WIDBO,2021-06-05,6,5,2021,30,50.0,375,0.4,In-store,Men's Athletic Footwear,Foot Locker,West,Idaho,Boise,18750.0
3557,F00WIDBO,2021-07-03,7,3,2021,30,50.0,400,0.4,In-store,Men's Athletic Footwear,Foot Locker,West,Idaho,Boise,20000.0
3563,F00WIDBO,2021-08-04,8,4,2021,30,50.0,400,0.4,In-store,Men's Athletic Footwear,Foot Locker,West,Idaho,Boise,20000.0
3569,F00WIDBO,2021-09-03,9,3,2021,30,50.0,300,0.4,In-store,Men's Athletic Footwear,Foot Locker,West,Idaho,Boise,15000.0
3575,F00WIDBO,2021-10-05,10,5,2021,30,55.0,275,0.4,In-store,Men's Athletic Footwear,Foot Locker,West,Idaho,Boise,15125.0
3581,F00WIDBO,2021-11-04,11,4,2021,30,55.0,300,0.4,In-store,Men's Athletic Footwear,Foot Locker,West,Idaho,Boise,16500.0
3587,K00MKAWI,2021-12-03,12,3,2021,30,55.0,375,0.4,In-store,Men's Athletic Footwear,Kohl's,Midwest,Kansas,Wichita,20625.0
3593,K00WARPH,2021-01-10,1,10,2021,30,35.0,225,0.35,In-store,Men's Athletic Footwear,Kohl's,West,Arizona,Phoenix,7875.0
3599,K00WARPH,2021-02-08,2,8,2021,30,35.0,125,0.35,In-store,Men's Athletic Footwear,Kohl's,West,Arizona,Phoenix,4375.0
3605,K00WARPH,2021-03-06,3,6,2021,30,35.0,150,0.35,In-store,Men's Athletic Footwear,Kohl's,West,Arizona,Phoenix,5250.0
3611,K00WARPH,2021-04-07,4,7,2021,30,35.0,125,0.35,In-store,Men's Athletic Footwear,Kohl's,West,Arizona,Phoenix,4375.0
3617,K00WARPH,2021-05-06,5,6,2021,30,45.0,175,0.35,In-store,Men's Athletic Footwear,Kohl's,West,Arizona,Phoenix,7875.0
3623,K00WARPH,2021-06-08,6,8,2021,30,45.0,300,0.35,In-store,Men's Athletic Footwear,Kohl's,West,Arizona,Phoenix,13500.0
3629,K00WNEAL,2021-07-06,7,6,2021,30,45.0,325,0.35,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,14625.0
3635,K00WNEAL,2021-08-07,8,7,2021,30,45.0,325,0.35,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,14625.0
3641,K00WNEAL,2021-09-06,9,6,2021,30,45.0,225,0.35,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,10125.0
3647,K00WNEAL,2021-10-08,10,8,2021,30,50.0,200,0.35,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,10000.0
3653,K00WNEAL,2021-11-07,11,7,2021,30,50.0,225,0.35,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,11250.0
3659,K00WNEAL,2021-12-06,12,6,2021,30,50.0,300,0.35,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,15000.0
3665,K00WNEAL,2021-01-17,1,17,2021,30,40.0,250,0.3,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,10000.0
3671,K00WNEAL,2021-02-15,2,15,2021,30,40.0,150,0.3,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,6000.0
3677,K00WNEAL,2021-03-13,3,13,2021,30,40.0,175,0.3,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,7000.0
3683,K00WNEAL,2021-04-14,4,14,2021,30,40.0,150,0.3,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,6000.0
3689,K00WNEAL,2021-05-13,5,13,2021,30,50.0,200,0.3,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,10000.0
3695,K00WNEAL,2021-06-15,6,15,2021,30,50.0,325,0.3,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,16250.0
3701,K00WNEAL,2021-07-13,7,13,2021,30,50.0,350,0.3,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,17500.0
3707,K00WNEAL,2021-08-14,8,14,2021,30,50.0,350,0.3,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,17500.0
3713,K00WNEAL,2021-09-13,9,13,2021,30,50.0,250,0.3,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,12500.0
3719,K00WNEAL,2021-10-15,10,15,2021,30,55.0,225,0.3,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,12375.0
3725,K00WNEAL,2021-11-14,11,14,2021,30,55.0,300,0.3,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,16500.0
3731,K00WNEAL,2021-12-13,12,13,2021,30,55.0,375,0.3,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,20625.0
3737,K00WNEAL,2021-01-14,1,14,2021,30,45.0,325,0.45,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,14625.0
3743,K00WNEAL,2021-02-12,2,12,2021,30,45.0,225,0.45,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,10125.0
3749,K00WNEAL,2021-03-10,3,10,2021,30,45.0,250,0.45,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,11250.0
3755,K00WNEAL,2021-04-11,4,11,2021,30,45.0,225,0.45,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,10125.0
3761,K00WNEAL,2021-05-10,5,10,2021,30,55.0,275,0.45,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,15125.0
3767,K00WNEAL,2021-06-12,6,12,2021,30,55.0,400,0.45,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,22000.0
3773,K00WNEAL,2021-07-10,7,10,2021,30,55.0,425,0.45,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,23375.0
3779,K00WNEAL,2021-08-11,8,11,2021,30,55.0,425,0.45,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,23375.0
3785,K00WNEAL,2021-09-10,9,10,2021,30,55.0,325,0.45,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,17875.0
3791,K00WNEAL,2021-10-12,10,12,2021,30,60.0,300,0.45,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,18000.0
3797,K00WNEAL,2021-11-11,11,11,2021,30,60.0,325,0.45,In-store,Men's Athletic Footwear,Kohl's,West,New Mexico,Albuquerque,19500.0
3803,K00MMOBI,2021-12-10,12,10,2021,30,60.0,400,0.45,In-store,Men's Athletic Footwear,Kohl's,Midwest,Montana,Billings,24000.0
3809,K00NDEWI,2021-01-21,1,21,2021,30,50.0,325,0.4,In-store,Men's Athletic Footwear,Kohl's,Northeast,Delaware,Wilmington,16250.0
